	enraged	set	inspire	durability	text	freeze	cost	divine_shield	immunetospellpower	adjacent_buff	id	playerClass	charge	choose_one	poisonous	attack	overload	secret	invisibledeathrattle	health	spellDamage	combo	cant_be_targeted_by_hero_powers	type	aura	collectible	taunt	forgetful	topdeck	deathrattle	stealth	cant_attack	name	artist	ritual	windfury	rarity	race	cant_be_targeted_by_abilities	battlecry	silence
106	0	tgt	1	0	"<b>inspire:</b>_gain_<b>windfury</b>
this_turn."	0	3	0	0	0	at_083	neutral	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	dragonhawk_rider	anton_zemskov	0	0	common		0	0	0
107	0	loe	0	0	<b>battlecry:</b>_shuffle_an_'ancient_curse'_into_your_deck_that_deals_7_damage_to_you_when_drawn.	0	4	0	0	0	loe_110	neutral	0	0	0	7	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	ancient_shade	slawomir_maniak	0	0	rare		0	1	0
108	0	expert1	0	0	deal_$5_damage._<b>overload:</b>_(2)	0	3	0	0	0	ex1_241	shaman	0	0	0		2	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	lava_burst	dan_scott	0	0	rare		0	0	0
109	0	expert1	0	0	at_the_start_of_your_turn,_restore_3_health_to_a_damaged_friendly_character.	0	2	0	0	0	ex1_341	priest	0	0	0	0	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	lightwell	blizzard_entertainment	0	0	rare		0	0	0
110	0	gvg	0	0	at_the_start_of_your_turn,_if_you_have_at_least_3_mechs,_destroy_them_all_and_form_v-07-tr-0n.	0	5	0	0	0	gvg_111	neutral	0	0	0	4	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	mimiron's_head	trent_kaniuga	0	0	legendary	mechanical	0	0	0
111	0	tgt	0	0	whenever_you_summon_a_beast,_reduce_the_cost_of_this_card_by_(1).	0	7	0	0	0	at_041	druid	0	0	0	6	0	0	0	6	0	0	0	minion	0	True	0	0	0	0	0	0	knight_of_the_wild	ralph_horsley	0	0	rare		0	0	0
112	0	expert1	0	0	your_hero_power_becomes_'deal_2_damage'._if_already_in_shadowform:_3_damage.	0	3	0	0	0	ex1_625	priest	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	shadowform	alex_horley_orlandelli	0	0	epic		0	0	0
113	0	og	0	0	<b>deathrattle:</b>_give_a_random_friendly_minion_+1/+1.	0	1	0	0	0	og_158	neutral	0	0	0	1	0	0	0	1	0	0	0	minion	0	True	0	0	0	1	0	0	zealous_initiate	cole_eastburn	0	0	common		0	0	0
114	0	tgt	0	0	<b>battlecry:</b>_give_a_friendly_beast_+3_health.	0	4	0	0	0	at_040	druid	0	0	0	4	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	wildwalker	james_ryman	0	0	common		0	1	0
115	0	naxx	0	0	<b>deathrattle:</b>_summon_a_4/4_nerubian.	0	2	0	0	0	fp1_007	neutral	0	0	0	0	0	0	0	2	0	0	0	minion	0	True	0	0	0	1	0	0	nerubian_egg	justin_thavirat	0	0	rare		0	0	0
116	0	brm	0	0	whenever_this_minion_takes_damage,_deal_2_damage_to_the_enemy_hero.	0	4	0	0	0	brm_016	warrior	0	0	0	2	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	axe_flinger	efrem_palacios	0	0	common		0	0	0
117	0	expert1	0	0	deal_1_damage_to_a_minion_for_each_armor_you_have.	0	1	0	0	0	ex1_410	warrior	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	shield_slam	raymond_swanland	0	0	epic		0	0	0
118	0	expert1	0	0	double_a_minion's_attack.	0	5	0	0	0	ex1_355	paladin	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	blessed_champion	tyler_walpole	0	0	rare		0	0	0
119	0	expert1	0	0	whenever_one_of_your_other_minions_dies,_draw_a_card.	0	4	0	0	0	ex1_595	neutral	0	0	0	4	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	cult_master	raymond_swanland	0	0	common		0	0	0
120	0	tgt	0	0	<b>secret:</b>_when_your_turn_starts,_give_your_minions_+1/+1.	0	1	0	0	0	at_073	paladin	0	0	0		0	1	0		0	0	0	spell	0	True	0	0	0	0	0	0	competitive_spirit	jim_nelson	0	0	rare		0	0	0
121	0	core	0	0	whenever_a_minion_is_healed,_draw_a_card.	0	1	0	0	0	cs2_235	priest	0	0	0	1	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	northshire_cleric	terese_nielsen	0	0	free		0	0	0
122	0	expert1	0	0	<b>battlecry:</b>_deal_4_damage_to_himself.	0	3	0	0	0	cs2_181	neutral	0	0	0	4	0	0	0	7	0	0	0	minion	0	True	0	0	0	0	0	0	injured_blademaster	samwise	0	0	rare		0	1	0
123	0	tgt	0	0	<b>overload:</b>_(1).	0	2	0	0	0	at_052	shaman	0	0	0	3	1	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	totem_golem	steve_prescott	0	0	common	totem	0	0	0
124	0	tgt	0	0	whenever_you_play_a_card_with_<b>battlecry</b>,_gain_+1/+1.	0	4	0	0	0	at_121	neutral	0	0	0	4	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	crowd_favorite	jakub_kasper	0	0	epic		0	0	0
125	0	brm	0	0	summon_a_random_friendly_minion_that_died_this_game.	0	2	0	0	0	brm_017	priest	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	resurrect	luke_mancini	0	0	rare		0	0	0
126	0	tgt	0	0	when_you_play_or_discard_this,_deal_$4_damage_to_a_random_enemy.	0	4	0	0	0	at_022	warlock	0	0	0		0	0	1		0	0	0	spell	0	True	0	0	0	0	0	0	fist_of_jaraxxus	matt_dixon	0	0	rare		0	0	0
127	0	expert1	0	0	<b>battlecry:</b>_all_minions_lose_<b>divine_shield</b>._gain_+3/+3_for_each_shield_lost.	0	3	0	0	0	ex1_590	neutral	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	blood_knight	trent_kaniuga	0	0	epic		0	1	0
128	0	expert1	0	0	force_an_enemy_minion_to_deal_its_damage_to_the_minions_next_to_it.	0	2	0	0	0	ex1_126	rogue	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	betrayal	lucas_graciano	0	0	common		0	0	0
129	0	og	0	0	<b>battlecry:</b>_if_your_c'thun_has_at_least_10_attack,_gain_+5_health.	0	4	0	0	0	og_188	druid	0	0	0	4	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	klaxxi_amber-weaver	cole_eastburn	1	0	rare		0	1	0
130	0	expert1	0	0	deal_$2_damage_to_a_character._if_that_kills_it,_summon_a_random_demon.	0	5	0	0	0	ex1_320	warlock	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	bane_of_doom	raymond_swanland	0	0	epic		0	0	0
131	0	expert1	0	0	<b>battlecry:</b>_destroy_an_enemy_minion_with_<b>taunt</b>.	0	6	0	0	0	ex1_002	neutral	0	0	0	4	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	the_black_knight	alex_horley_orlandelli	0	0	legendary		0	1	0
132	0	gvg	0	0	<b>choose_one_-</b>_give_each_player_a_mana_crystal;_or_each_player_draws_a_card.	0	3	0	0	0	gvg_032	druid	0	1	0	2	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	grove_tender	chris_rahn	0	0	rare		0	0	0
133	0	expert1	0	0		0	0	0	0	0	cs2_231	neutral	0	0	0	1	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	wisp	malcolm_davis	0	0	common		0	0	0
134	0	gvg	0	0	deal_$4_damage_to_a_random_enemy_minion.	0	2	0	0	0	gvg_001	mage	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	flamecannon	mauricio_herrera	0	0	common		0	0	0
135	0	expert1	0	0	give_your_minions_<b>stealth</b>_until_your_next_turn.	0	1	0	0	0	ex1_128	rogue	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	conceal	steve_hui	0	0	common		0	0	0
136	0	core	0	0	deal_$2_damage_to_all_enemies.	0	4	0	0	0	cs2_093	paladin	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	consecration	vance_kovacs	0	0	common		0	0	0
137	0	promo	0	0	<b>battlecry:</b>_summon_an_awesome_invention.	0	6	0	0	0	ex1_112	neutral	0	0	0	6	0	0	0	6	0	0	0	minion	0	True	0	0	0	0	0	0	gelbin_mekkatorque	ludo_lullabi	0	0	legendary		0	1	0
138	0	naxx	0	0	can't_be_targeted_by_spells_or_hero_powers.	0	5	0	0	0	fp1_008	neutral	0	0	0	4	0	0	0	6	0	0	1	minion	0	True	0	0	0	0	0	0	spectral_knight	chris_rahn	0	0	common		1	0	0
139	0	expert1	0	0	<b>battlecry:</b>_<b>silence</b>_a_minion.	0	4	0	0	0	ex1_048	neutral	0	0	0	4	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	spellbreaker	matt_cavotta	0	0	common		0	1	0
140	0	expert1	0	0	<b>secret:</b>_when_your_opponent_casts_a_spell,_<b>counter</b>_it.	0	3	0	0	0	ex1_287	mage	0	0	0		0	1	0		0	0	0	spell	0	True	0	0	0	0	0	0	counterspell	jason_chan	0	0	rare		0	0	0
141	0	tgt	0	0	<b>battlecry:</b>_replace_your_starting_hero_power_with_a_better_one.	0	6	0	0	0	at_132	neutral	0	0	0	6	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	justicar_trueheart	jomaro_kindred	0	0	legendary		0	1	0
142	0	tgt	0	0	<b>battlecry:</b>_deal_1_damage_to_a_random_enemy.	0	2	0	0	0	at_094	neutral	0	0	0	2	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	flame_juggler	james_zhang	0	0	common		0	1	0
143	0	core	0	0		0	1	0	0	0	cs2_168	neutral	0	0	0	2	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	murloc_raider	dan_scott	0	0	free	murloc	0	0	0
144	1	expert1	0	0	<b>taunt</b>._<b>enrage:</b>_+3_attack	0	3	0	0	0	ex1_390	neutral	0	0	0	2	0	0	0	3	0	0	0	minion	0	True	1	0	0	0	0	0	tauren_warrior	paul_warzecha	0	0	common		0	0	0
145	0	core	0	0	all_other_murlocs_have_+1_attack.	0	1	0	0	0	ex1_508	neutral	0	0	0	1	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	grimscale_oracle	phil_saunders	0	0	common	murloc	0	0	0
146	0	og	0	0	<b>deathrattle:</b>_give_your_weapon_+2_attack.	0	4	0	0	0	og_267	rogue	0	0	0	4	0	0	0	4	0	0	0	minion	0	True	0	0	0	1	0	0	southsea_squidface	mike_sass	0	0	common	pirate	0	0	0
147	0	tgt	0	0	whenever_your_hero_takes_damage,_this_minion_takes_it_instead.	0	6	0	0	0	at_124	neutral	0	0	0	3	0	0	0	9	0	0	0	minion	0	True	0	0	0	0	0	0	bolf_ramshield	wayne_reynolds	0	0	legendary		0	0	0
148	0	og	0	0	"[x]<b><b>taunt</b>
battlecry:</b>_if_your_c'thun_has
at_least_10_attack,_summon
another_emperor."	0	7	0	0	0	og_131	neutral	0	0	0	4	0	0	0	6	0	0	0	minion	0	True	1	0	0	0	0	0	twin_emperor_vek'lor	mike_sass	1	0	legendary		0	1	0
149	0	tgt	0	0	each_time_you_cast_a_spell_this_turn,_add_a_random_hunter_card_to_your_hand.	0	2	0	0	0	at_061	hunter	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	lock_and_load	matt_dixon	0	0	epic		0	0	0
150	0	expert1	0	0	at_the_end_of_your_turn,_deal_2_damage_to_all_other_characters.	0	7	0	0	0	ex1_249	neutral	0	0	0	7	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	baron_geddon	ian_ameling	0	0	legendary		0	0	0
151	0	expert1	0	0	<b>battlecry:</b>_deal_3_damage_randomly_split_between_all_other_characters.	0	2	0	0	0	ex1_082	neutral	0	0	0	3	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	mad_bomber	mike_sass	0	0	common		0	1	0
152	0	naxx	0	0	<b>secret:</b>_when_one_of_your_minions_dies,_give_a_random_friendly_minion_+3/+2.	0	1	0	0	0	fp1_020	paladin	0	0	0		0	1	0		0	0	0	spell	0	True	0	0	0	0	0	0	avenge	zoltan_&_gabor	0	0	common		0	0	0
153	0	core	0	0	transform_a_minion_into_a_1/1_sheep.	0	4	0	0	0	cs2_022	mage	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	polymorph	vance_kovacs	0	0	free		0	0	0
154	0	loe	0	0	<b>battlecry:_discover</b>_a_<b>deathrattle</b>_card.	0	2	0	0	0	loe_006	priest	0	0	0	1	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	museum_curator	steve_prescott	0	0	common		0	1	0
155	0	expert1	0	0	deal_damage_equal_to_your_hero's_attack_to_a_minion.	0	1	0	0	0	ex1_578	druid	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	savagery	dave_rapoza	0	0	rare		0	0	0
156	1	expert1	0	0	<b>enrage:</b>_+3_attack	0	2	0	0	0	ex1_393	neutral	0	0	0	2	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	amani_berserker	chippy	0	0	common		0	0	0
157	0	expert1	0	0	<b>taunt</b>	0	4	0	0	0	ex1_396	neutral	0	0	0	1	0	0	0	7	0	0	0	minion	0	True	1	0	0	0	0	0	mogu'shan_warden	cole_eastburn	0	0	common		0	0	0
158	0	og	0	0	<b>combo</b>:_gain_+1/+1.	0	1	0	0	0	og_070	rogue	0	0	0	1	0	0	0	2	0	1	0	minion	0	True	0	0	0	0	0	0	bladed_cultist	jakub_kasber	0	0	common		0	0	0
159	0	tgt	0	0	you_can_use_your_hero_power_twice_a_turn.	0	2	0	0	0	at_080	neutral	0	0	0	2	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	garrison_commander	jesper_ejsing	0	0	epic		0	0	0
160	0	expert1	0	0	<b>secret:</b>_when_one_of_your_minions_is_attacked,_summon_three_1/1_snakes.	0	2	0	0	0	ex1_554	hunter	0	0	0		0	1	0		0	0	0	spell	0	True	0	0	0	0	0	0	snake_trap	bernie_kang	0	0	epic		0	0	0
161	0	core	0	0	draw_2_cards.	0	3	0	0	0	cs2_023	mage	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	arcane_intellect	dave_berggren	0	0	free		0	0	0
162	0	expert1	0	0	<b>secret:</b>_when_an_enemy_casts_a_spell_on_a_minion,_summon_a_1/3_as_the_new_target.	0	3	0	0	0	tt_010	mage	0	0	0		0	1	0		0	0	0	spell	0	True	0	0	0	0	0	0	spellbender	gonzalo_ordonez	0	0	epic		0	0	0
163	0	brm	0	0	"<b>taunt</b>
costs_(1)_less_for_each_minion_that_died_this_turn."	0	9	0	0	0	brm_009	druid	0	0	0	7	0	0	0	8	0	0	0	minion	0	True	1	0	0	0	0	0	volcanic_lumberer	trent_kaniuga	0	0	rare		0	0	0
164	0	core	0	0	change_a_minion's_attack_to_1.	0	1	0	0	0	ex1_360	paladin	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	humility	daren_bader	0	0	common		0	0	0
165	0	core	0	0	<b>battlecry:</b>_give_a_friendly_minion_<b>windfury</b>.	0	4	0	0	0	ex1_587	shaman	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	windspeaker	vance_kovacs	0	0	common		0	1	0
166	0	expert1	0	0	<b>battlecry:</b>_deal_3_damage_to_your_hero.	0	1	0	0	0	ex1_319	warlock	0	0	0	3	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	flame_imp	alex_horley_orlandelli	0	0	common	demon	0	1	0
167	0	expert1	0	0	at_the_end_of_your_turn,_summon_a_2/2_gnoll_with_<b>taunt</b>.	0	6	0	0	0	new1_040	neutral	0	0	0	4	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	hogger	laurel_d._austin	0	0	legendary		0	0	0
168	0	gvg	0	0	<b>battlecry:</b>_restore_8_health_to_your_hero.	0	5	0	0	0	gvg_069	neutral	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	antique_healbot	jesper_ejsing	0	0	common	mechanical	0	1	0
169	0	og	0	0		0	2	0	0	0	og_326	neutral	0	0	0	4	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	duskboar	samwise	0	0	common	beast	0	0	0
170	0	tgt	0	0	<b>secret:</b>_when_a_friendly_minion_dies,_summon_a_random_minion_with_the_same_cost.	0	3	0	0	0	at_002	mage	0	0	0		0	1	0		0	0	0	spell	0	True	0	0	0	0	0	0	effigy	tooth	0	0	rare		0	0	0
171	0	gvg	0	0	whenever_a_friendly_mech_dies,_gain_+2/+2.	0	5	0	0	0	gvg_106	neutral	0	0	0	1	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	junkbot	zoltan_boros	0	0	epic	mechanical	0	0	0
172	0	expert1	0	0	<b>battlecry:</b>_destroy_a_minion_with_an_attack_of_7_or_more.	0	5	0	0	0	ex1_005	neutral	0	0	0	4	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	big_game_hunter	chris_seaman	0	0	epic		0	1	0
173	0	reward	0	0	<b>charge</b>._has_+1_attack_for_each_other_murloc_on_the_battlefield.	0	4	0	0	0	ex1_062	neutral	1	0	0	2	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	old_murk-eye	dan_scott	0	0	legendary	murloc	0	0	0
174	0	og	0	0	<b>deathrattle:</b>_summon_two_1/1_spiders.	0	4	0	0	0	og_216	hunter	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	1	0	0	infested_wolf	e._guiton_&_a._bozonnet	0	0	rare	beast	0	0	0
175	0	og	0	0	<b>battlecry:</b>_deal_1_damage_to_all_other_minions.	0	3	0	0	0	og_149	warrior	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	ravaging_ghoul	dany_orizio	0	0	common		0	1	0
176	0	brm	0	0	<b>battlecry:</b>_if_you're_holding_a_dragon,_gain_+2_health.	0	1	0	0	0	brm_004	priest	0	0	0	2	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	twilight_whelp	sam_nielson	0	0	common	dragon	0	1	0
177	0	expert1	0	0	<b>battlecry:</b>_summon_a_2/2_squire.	0	5	0	0	0	cs2_151	neutral	0	0	0	4	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	silver_hand_knight	matt_starbuck	0	0	common		0	1	0
178	0	gvg	0	0	<b>deathrattle:</b>_summon_a_random_4-cost_minion.	0	6	0	0	0	gvg_105	neutral	0	0	0	6	0	0	0	4	0	0	0	minion	0	True	0	0	0	1	0	0	piloted_sky_golem	michael_phillippi	0	0	epic	mechanical	0	0	0
179	0	og	0	0	<b>battlecry:</b>_summon_a_random_3-cost_minion.	0	6	0	0	0	og_207	mage	0	0	0	5	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	faceless_summoner	mark_abadier	0	0	common		0	1	0
180	0	expert1	0	0	whenever_you_play_a_card_with_<b>overload</b>,_gain_+1/+1.	0	3	0	0	0	ex1_258	shaman	0	0	0	2	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	unbound_elemental	matt_gaser	0	0	common		0	0	0
181	0	tgt	0	0	whenever_<b>you</b>_target_this_minion_with_a_spell,_gain_<b>divine_shield.</b>	0	3	0	0	0	at_129	neutral	0	0	0	3	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	fjola_lightbane	mark_zug	0	0	legendary		0	0	0
182	0	og	0	0	draw_a_card._add_2_extra_copies_of_it_to_your_hand.	0	6	0	0	0	og_073	rogue	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	thistle_tea	matthew_o'connor	0	0	rare		0	0	0
183	0	og	0	0	"[x]<b>divine_shield</b>
<b>battlecry:</b>_give_your_c'thun
+2/+2_<i>(wherever_it_is).</i>"	0	4	1	0	0	og_283	neutral	0	0	0	4	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	c'thun's_chosen	jesper_esjing	1	0	common		0	1	0
184	0	gvg	0	0	whenever_you_cast_a_1-mana_spell,_add_a_random_mech_to_your_hand.	0	6	0	0	0	gvg_117	neutral	0	0	0	3	0	0	0	6	0	0	0	minion	0	True	0	0	0	0	0	0	gazlowe	luke_mancini	0	0	legendary		0	0	0
185	0	expert1	0	0	for_each_enemy_minion,_summon_a_1/1_hound_with_<b>charge</b>.	0	3	0	0	0	ex1_538	hunter	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	unleash_the_hounds	linggar_bramanty	0	0	common		0	0	0
186	0	brm	0	0	whenever_this_minion_survives_damage,_summon_another_grim_patron.	0	5	0	0	0	brm_019	neutral	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	grim_patron	bobby_chiu	0	0	rare		0	0	0
187	0	tgt	1	0	<b>inspire:</b>_summon_a_1/1_silver_hand_recruit.	0	3	0	0	0	at_100	neutral	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	silver_hand_regent	john_polidora	0	0	common		0	0	0
188	0	tgt	0	0	<b>battlecry:</b>_give_a_friendly_mech_+1/+1.	0	5	0	0	0	at_096	neutral	0	0	0	5	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	clockwork_knight	skan_srisuwan	0	0	common	mechanical	0	1	0
189	0	gvg	0	0	your_mechs_cost_(1)_less.	0	2	0	0	0	gvg_006	neutral	0	0	0	2	0	0	0	3	0	0	0	minion	1	True	0	0	0	0	0	0	mechwarper	phil_saunders	0	0	common	mechanical	0	0	0
190	0	gvg	0	2	<b>battlecry:</b>_give_a_random_friendly_minion_+1_attack.	0	2	0	0	0	gvg_043	hunter	0	0	0	2	0	0	0		0	0	0	weapon	0	True	0	0	0	0	0	0	glaivezooka	gino_whitehall	0	0	common		0	1	0
191	0	og	0	0	after_you_summon_a_minion,_gain_+1_attack.	0	3	0	0	0	og_113	warlock	0	0	0	1	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	darkshire_councilman	garrett_hanna	0	0	common		0	0	0
192	0	expert1	0	0	deal_$5_damage_to_a_minion_and_$2_damage_to_adjacent_ones.	0	5	0	0	0	ex1_537	hunter	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	explosive_shot	tom_baxa	0	0	rare		0	0	0
193	0	core	0	0	<b>battlecry:</b>_gain_+1/+1_for_each_other_friendly_minion_on_the_battlefield.	0	5	0	0	0	cs2_226	neutral	0	0	0	4	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	frostwolf_warlord	james_ryman	0	0	common		0	1	0
194	0	tgt	0	0	"<b>charrrrrge</b>
costs_(1)_less_for_each_friendly_pirate."	0	7	0	0	0	at_070	neutral	1	0	0	4	0	0	0	6	0	0	0	minion	0	True	0	0	0	0	0	0	skycap'n_kragg	alex_horley_orlandelli	0	0	legendary	pirate	0	0	0
195	0	og	0	0	spend_all_your_mana._summon_a_random_minion_that_costs_that_much.	0	0	0	0	0	og_101	priest	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	forbidden_shaping	a.j._nazzaro	0	0	epic		0	0	0
196	0	gvg	0	0	<b>battlecry:</b>_deal_6_damage_randomly_split_between_all_other_characters.	0	5	0	0	0	gvg_090	neutral	0	0	0	5	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	madder_bomber	alex_horley_orlandelli	0	0	rare		0	1	0
197	0	og	0	0	destroy_all_minions_with_2_or_less_attack.	0	4	0	0	0	og_100	priest	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	shadow_word:_horror	andrew_hou	0	0	rare		0	0	0
198	0	expert1	0	0	<b>choose_one</b>_-_deal_$3_damage_to_a_minion;_or_$1_damage_and_draw_a_card.	0	2	0	0	0	ex1_154	druid	0	1	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	wrath	raymond_swanland	0	0	common		0	0	0
199	0	og	0	0	<b>choose_one</b>_-_give_your_hero_+4_attack_this_turn;_or_gain_8_armor.	0	3	0	0	0	og_047	druid	0	1	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	feral_rage	alex_alexandrov	0	0	common		0	0	0
200	0	expert1	0	0	whenever_you_cast_a_spell,_gain_+1_attack.	0	1	0	0	0	new1_012	mage	0	0	0	1	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	mana_wyrm	blizzard_cinematics	0	0	common		0	0	0
201	0	gvg	0	0	"<b>stealth</b>
<b>spell_damage_+1</b>"	0	4	0	0	0	gvg_109	neutral	0	0	0	4	0	0	0	1	1	0	0	minion	0	True	0	0	0	0	1	0	mini-mage	ben_olson	0	0	epic		0	0	0
202	0	core	0	0	deal_$2_damage_to_all_enemies._restore_#2_health_to_all_friendly_characters.	0	5	0	0	0	cs1_112	priest	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	holy_nova	luca_zontini	0	0	common		0	0	0
203	0	expert1	0	0	<b>taunt</b>._<b>battlecry:</b>_destroy_one_of_your_mana_crystals.	0	3	0	0	0	ex1_301	warlock	0	0	0	3	0	0	0	5	0	0	0	minion	0	True	1	0	0	0	0	0	felguard	john_polidora	0	0	rare	demon	0	1	0
204	0	gvg	0	0	whenever_you_summon_a_pirate,_gain_<b>stealth</b>.	0	2	0	0	0	gvg_025	rogue	0	0	0	4	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	one-eyed_cheat	danny_beck	0	0	rare	pirate	0	0	0
205	0	gvg	0	0	<b>windfury</b>	0	3	0	0	0	gvg_084	neutral	0	0	0	1	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	flying_machine	matt_dixon	0	1	common	mechanical	0	0	0
206	0	expert1	0	0	choose_a_minion._whenever_it_attacks,_draw_a_card.	0	1	0	0	0	ex1_363	paladin	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	blessing_of_wisdom	chippy	0	0	common		0	0	0
207	0	tgt	0	0	<b>battlecry:</b>_give_a_friendly_beast_<b>immune</b>_this_turn.	0	3	0	0	0	at_057	hunter	0	0	0	4	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	stablemaster	tyson_murphy	0	0	epic		0	1	0
208	0	expert1	0	0	<b>battlecry:</b>_deal_1_damage_to_a_minion_and_give_it_+2_attack.	0	2	0	0	0	ex1_603	warrior	0	0	0	2	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	cruel_taskmaster	phroilan_gardner	0	0	common		0	1	0
209	0	loe	0	0	<b>battlecry:</b>_choose_a_friendly_minion._gain_a_copy_of_its_<b>deathrattle</b>_effect.	0	3	0	0	0	loe_019	rogue	0	0	0	3	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	unearthed_raptor	trent_kaniuga	0	0	rare		0	1	0
210	0	brm	0	0	<b>battlecry</b>:_if_you're_holding_a_dragon,_deal_3_damage.	0	5	0	0	0	brm_034	neutral	0	0	0	5	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	blackwing_corruptor	greg_staples	0	0	common		0	1	0
211	0	tgt	0	0	cards_you_draw_from_your_hero_power_cost_(0).	0	6	0	0	0	at_027	warlock	0	0	0	4	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	wilfred_fizzlebang	tooth	0	0	legendary		0	0	0
